Column1,speler_code,team_naam,meting,Staande.lengte,Zittende.lengte,Beenlengte,Zithoogte,Gewicht,Maturity.Offset,Balance.Beam.6cm,Balance.Beam.4.5cm,Balance.Beam.3cm,Balance.beam.totaal,Zijwaarts.springen.1,Zijwaarts.springen.2,Zijwaarts.springen.totaal,Zijwaarts.verplaatsen.1,Zijwaarts.verplaatsen.2,Zijwaarts.verplaatsen.totaal,Oog.hand.coordinatie.1,Oog.hand.coordinatie.2,Oog.hand.coordinatie.Totaal,X10.meter.sprint.1,X10.meter.sprint.2,X10.meter.sprint.beste,X20.meter.sprint.1,X20.meter.sprint.2,X20.meter.sprint.beste,X30.meter.sprint.1,X30.meter.sprint.2,X30.meter.sprint.beste,CoD.links.1,CoD.links.2,CoD.links.beste,CoD.rechts.1,CoD.rechts.2,CoD.rechts.beste,Vertesprong.1,Vertesprong.2,Vertesprong.beste,club_code,datum,geboortedatum
371,FKMEK,Onder 13,1e meting,167.3,125.9,82.9,84.4,53.7,-0.86,25.0,25.0,19.0,46.0,36.0,57.0,69.0,32.0,33.0,50.0,32.0,32.0,81.0,2.08,2.15,1.96,3.73,3.8,3.12,5.07,5.05,5.01,9.38,9.46,8.78,8.95,8.44,8.8,1.71,1.99,1.8,1X8m4,2013-10-05,2001-07-27
372,FKMEK,Onder 13,2e meting,168.9,127.0,83.4,85.5,58.3,-0.44,19.0,24.0,8.0,55.0,57.0,50.0,123.0,27.0,22.0,45.0,31.0,33.0,59.0,1.96,2.08,2.17,3.37,3.79,3.32,4.76,5.6,5.26,9.2,9.66,8.83,9.37,8.71,9.25,1.99,1.78,2.06,1X8m4,2014-04-05,2001-07-27
373,FKMEK,Onder 14,1e meting,169.5,128.1,82.8,86.6,61.2,-0.04,18.0,18.0,16.0,49.0,46.0,65.0,104.0,25.0,36.0,53.0,35.0,37.0,54.0,2.23,1.85,1.89,3.59,3.57,3.58,4.55,4.54,4.81,8.8,8.17,8.25,8.87,7.96,8.78,1.63,1.79,1.53,1X8m4,2014-10-05,2001-07-27
374,FKMEK,Onder 14,2e meting,170.4,129.3,82.5,87.8,61.4,0.35,17.0,21.0,13.0,73.0,52.0,58.0,97.0,25.0,34.0,57.0,41.0,42.0,76.0,2.01,2.18,2.05,3.67,3.44,3.23,5.14,4.94,5.01,8.9,8.35,8.45,8.29,8.58,8.61,1.98,1.99,2.11,1X8m4,2015-04-05,2001-07-27
375,FKMEK,Onder 15,1e meting,172.1,130.9,82.7,89.4,59.7,0.76,21.0,16.0,13.0,32.0,53.0,48.0,98.0,27.0,34.0,63.0,31.0,34.0,74.0,2.28,2.13,1.73,3.35,3.5,3.29,4.9,5.22,4.64,8.25,8.42,8.46,8.49,8.09,7.62,1.96,2.09,2.18,1X8m4,2015-10-05,2001-07-27
376,FKMEK,Onder 15,2e meting,172.8,131.1,83.3,89.6,61.4,1.06,27.0,14.0,21.0,69.0,65.0,46.0,113.0,28.0,39.0,58.0,30.0,37.0,61.0,1.83,1.76,1.83,3.54,3.34,3.06,4.9,4.85,4.77,8.09,8.97,8.47,8.38,8.07,8.2,1.99,1.96,2.04,1X8m4,2016-04-05,2001-07-27
377,FKMEK,Onder 16,1e meting,173.7,132.8,82.4,91.3,61.1,1.53,22.0,21.0,13.0,36.0,53.0,57.0,92.0,23.0,42.0,79.0,37.0,38.0,90.0,1.93,1.88,2.05,3.21,3.21,3.26,4.33,4.45,4.41,7.91,8.1,8.71,7.9,7.71,7.33,2.45,2.12,1.91,1X8m4,2016-10-05,2001-07-27
378,FKMEK,Onder 16,2e meting,174.6,133.1,83.0,91.6,61.2,1.83,21.0,22.0,15.0,58.0,69.0,61.0,107.0,27.0,28.0,54.0,32.0,33.0,67.0,1.73,2.07,1.99,3.33,3.2,3.11,4.4,4.82,4.08,8.02,8.14,8.91,8.32,9.09,7.3,2.59,1.9,2.31,1X8m4,2017-04-05,2001-07-27
379,FKMEK,Onder 17,1e meting,175.7,134.6,82.6,93.1,61.3,2.3,23.0,13.0,22.0,74.0,55.0,56.0,103.0,30.0,34.0,68.0,34.0,38.0,64.0,1.98,1.8,1.7,3.02,3.21,3.1,4.0,4.69,4.45,7.54,8.03,7.95,8.61,7.96,7.75,2.2,2.3,2.48,1X8m4,2017-10-05,2001-07-27
380,FKMEK,Onder 17,2e meting,177.2,135.3,83.4,93.8,61.7,2.66,20.0,18.0,7.0,70.0,57.0,53.0,96.0,27.0,37.0,62.0,34.0,34.0,83.0,1.95,1.89,1.86,3.41,3.09,2.92,3.97,4.64,4.4,8.24,8.27,8.15,8.58,8.13,8.33,2.2,2.18,1.96,1X8m4,2018-04-05,2001-07-27
381,Gszwd,Onder 13,1e meting,172.0,131.5,82.0,90.0,64.2,-0.19,19.0,15.0,8.0,59.0,56.0,56.0,103.0,25.0,34.0,76.0,23.0,30.0,47.0,2.35,2.27,1.89,3.87,3.49,3.18,4.7,5.03,4.39,8.8,8.96,9.56,8.98,9.25,8.08,1.84,1.76,1.92,1X8m4,2013-10-05,2001-09-13
382,Gszwd,Onder 13,2e meting,174.0,133.1,82.4,91.6,69.0,0.3,18.0,18.0,11.0,44.0,51.0,38.0,77.0,27.0,32.0,64.0,24.0,30.0,51.0,2.17,2.18,2.03,3.3,3.73,3.5,4.99,4.98,5.09,9.3,8.62,7.58,8.58,9.16,8.16,1.7,1.87,1.64,1X8m4,2014-04-05,2001-09-13
383,Gszwd,Onder 14,1e meting,174.2,134.2,81.6,92.7,71.8,0.72,26.0,16.0,20.0,71.0,47.0,45.0,89.0,32.0,25.0,53.0,19.0,34.0,56.0,2.22,2.14,1.97,3.29,3.64,3.23,5.04,5.2,5.04,8.31,8.2,9.24,8.63,8.16,8.14,1.89,2.22,1.86,1X8m4,2014-10-05,2001-09-13
384,Gszwd,Onder 14,2e meting,175.9,135.3,82.0,93.8,70.7,1.1,27.0,21.0,13.0,36.0,57.0,53.0,99.0,23.0,43.0,44.0,27.0,39.0,55.0,2.07,2.2,1.95,3.59,3.12,3.71,4.34,4.72,4.63,9.39,8.12,8.5,8.92,8.65,8.02,2.07,1.96,1.7,1X8m4,2015-04-05,2001-09-13
385,Gszwd,Onder 15,1e meting,176.6,136.1,82.0,94.6,71.1,1.47,17.0,19.0,11.0,79.0,55.0,55.0,107.0,22.0,35.0,63.0,25.0,28.0,81.0,1.84,1.94,1.81,3.52,3.5,3.22,4.59,4.94,4.27,8.43,8.81,8.27,8.34,8.57,7.91,2.35,1.83,2.2,1X8m4,2015-10-05,2001-09-13
386,Gszwd,Onder 15,2e meting,177.2,136.8,81.9,95.3,70.7,1.82,29.0,16.0,12.0,64.0,57.0,58.0,111.0,30.0,28.0,58.0,32.0,36.0,93.0,1.84,2.03,2.02,3.45,3.43,3.42,4.65,4.43,4.6,8.64,8.16,9.21,8.55,8.01,7.82,1.78,2.05,1.86,1X8m4,2016-04-05,2001-09-13
387,Gszwd,Onder 16,1e meting,178.4,137.7,82.2,96.2,71.8,2.22,18.0,18.0,12.0,63.0,50.0,56.0,78.0,32.0,30.0,69.0,16.0,44.0,83.0,2.03,1.98,1.94,3.08,2.98,2.7,4.46,4.38,3.84,8.12,8.62,7.15,8.64,7.99,8.42,1.41,2.49,2.27,1X8m4,2016-10-05,2001-09-13
388,Gszwd,Onder 16,2e meting,180.0,138.6,82.9,97.1,70.3,2.6,26.0,29.0,17.0,55.0,55.0,59.0,69.0,24.0,39.0,75.0,39.0,38.0,65.0,2.1,1.97,1.97,2.9,3.13,2.96,4.78,4.4,4.36,8.27,8.35,7.42,8.79,8.0,8.4,2.37,2.22,2.14,1X8m4,2017-04-05,2001-09-13
389,Gszwd,Onder 17,1e meting,180.1,140.2,81.4,98.7,71.3,3.11,20.0,16.0,16.0,75.0,63.0,49.0,96.0,31.0,32.0,59.0,39.0,38.0,74.0,1.81,1.83,1.88,3.21,3.21,3.0,4.41,4.16,4.43,8.01,8.34,7.96,8.16,7.48,8.35,2.31,2.12,2.26,1X8m4,2017-10-05,2001-09-13
390,Gszwd,Onder 17,2e meting,181.5,140.8,82.1,99.3,70.4,3.47,20.0,11.0,10.0,37.0,51.0,59.0,122.0,27.0,41.0,80.0,41.0,28.0,84.0,1.92,1.88,1.87,3.3,3.21,3.12,4.65,3.77,4.33,7.51,8.25,7.91,8.0,7.25,7.58,2.37,2.19,2.11,1X8m4,2018-04-05,2001-09-13
391,GtIfj,Onder 13,1e meting,135.0,110.5,66.0,69.0,40.0,-2.46,17.0,27.0,16.0,51.0,58.0,50.0,86.0,26.0,29.0,41.0,28.0,35.0,60.0,2.04,2.32,2.04,3.63,3.43,3.77,4.84,5.54,5.27,8.63,8.63,9.95,8.73,8.51,8.23,1.65,1.91,1.69,1X8m4,2013-10-05,2001-03-27
392,GtIfj,Onder 13,2e meting,136.6,112.1,66.0,70.6,43.8,-2.04,27.0,12.0,9.0,78.0,49.0,55.0,48.0,23.0,30.0,53.0,31.0,23.0,75.0,1.96,2.13,2.19,3.63,4.0,3.35,4.75,5.15,4.74,8.35,8.18,8.76,9.71,8.92,7.95,1.25,1.58,1.57,1X8m4,2014-04-05,2001-03-27
393,GtIfj,Onder 14,1e meting,137.8,112.9,66.4,71.4,46.6,-1.7,28.0,14.0,11.0,59.0,57.0,49.0,82.0,29.0,35.0,61.0,33.0,33.0,71.0,1.91,2.05,2.18,3.57,3.53,3.27,4.88,5.11,4.0,7.58,8.64,8.67,8.77,8.86,7.91,2.09,2.13,1.97,1X8m4,2014-10-05,2001-03-27
394,GtIfj,Onder 14,2e meting,138.6,114.4,65.7,72.9,46.6,-1.33,15.0,21.0,17.0,60.0,50.0,58.0,97.0,23.0,32.0,53.0,40.0,43.0,44.0,2.1,2.24,2.15,3.23,3.44,3.56,5.03,5.18,4.43,8.73,8.91,8.31,8.93,9.87,8.71,1.59,1.83,1.83,1X8m4,2015-04-05,2001-03-27
395,GtIfj,Onder 15,1e meting,139.3,115.0,65.8,73.5,46.4,-1.05,23.0,19.0,17.0,31.0,60.0,55.0,118.0,33.0,34.0,77.0,26.0,24.0,52.0,1.82,1.84,1.85,3.56,3.27,3.31,5.03,4.62,4.23,8.35,7.28,8.07,8.38,8.3,7.66,1.97,1.85,2.06,1X8m4,2015-10-05,2001-03-27
396,GtIfj,Onder 15,2e meting,140.4,115.5,66.4,74.0,46.5,-0.78,30.0,22.0,8.0,47.0,55.0,52.0,104.0,28.0,39.0,56.0,36.0,42.0,74.0,1.98,1.97,1.99,3.51,3.3,3.36,4.64,4.56,4.76,8.08,8.01,7.02,8.55,8.52,8.85,1.98,1.69,2.12,1X8m4,2016-04-05,2001-03-27
397,GtIfj,Onder 16,1e meting,141.4,117.4,65.5,75.9,46.4,-0.32,24.0,13.0,14.0,65.0,48.0,65.0,58.0,30.0,29.0,67.0,30.0,40.0,78.0,1.9,1.92,1.79,3.45,3.23,3.06,4.41,4.64,3.98,8.81,8.28,8.56,7.59,8.02,8.15,1.95,2.22,2.47,1X8m4,2016-10-05,2001-03-27
398,GtIfj,Onder 16,2e meting,142.2,118.1,65.7,76.6,47.9,0.0,22.0,19.0,20.0,43.0,61.0,62.0,103.0,34.0,34.0,51.0,29.0,32.0,74.0,1.9,1.89,1.91,2.9,3.25,3.02,4.09,4.21,4.22,8.87,7.71,8.42,8.13,7.6,7.57,1.79,2.23,2.38,1X8m4,2017-04-05,2001-03-27
399,GtIfj,Onder 17,1e meting,143.8,118.9,66.4,77.4,46.4,0.3,21.0,21.0,12.0,41.0,47.0,54.0,117.0,28.0,30.0,61.0,55.0,42.0,74.0,1.75,2.01,1.75,3.07,3.24,3.18,4.41,4.21,4.71,8.21,8.15,8.83,7.17,7.79,7.64,1.94,1.95,2.03,1X8m4,2017-10-05,2001-03-27
400,GtIfj,Onder 17,2e meting,144.4,120.3,65.7,78.8,47.1,0.73,29.0,24.0,22.0,45.0,60.0,69.0,106.0,34.0,41.0,74.0,49.0,58.0,91.0,1.77,1.98,1.79,3.23,2.98,3.19,4.24,4.1,4.52,8.26,7.92,8.27,8.46,8.26,8.1,2.24,1.96,2.34,1X8m4,2018-04-05,2001-03-27
401,gUt4x,Onder 13,1e meting,165.5,119.6,87.4,78.1,52.1,-1.47,18.0,30.0,10.0,64.0,45.0,43.0,91.0,23.0,27.0,34.0,33.0,38.0,78.0,2.25,1.99,2.34,3.55,3.41,3.8,5.22,5.0,5.39,8.73,9.61,8.95,9.04,8.35,8.73,1.6,1.75,1.77,1X8m4,2013-10-05,2001-05-05
402,gUt4x,Onder 13,2e meting,166.7,121.2,87.0,79.7,56.4,-1.02,22.0,30.0,8.0,53.0,56.0,47.0,72.0,25.0,30.0,57.0,32.0,35.0,62.0,1.96,1.91,1.86,3.46,3.53,3.31,5.08,4.97,4.52,8.55,8.9,8.86,9.4,8.78,9.18,1.52,1.67,1.39,1X8m4,2014-04-05,2001-05-05
403,gUt4x,Onder 14,1e meting,167.5,122.4,86.6,80.9,58.1,-0.64,24.0,18.0,21.0,62.0,49.0,61.0,91.0,34.0,25.0,48.0,35.0,40.0,47.0,2.19,2.01,1.93,3.26,3.27,3.66,5.22,4.88,4.51,8.81,8.78,7.84,8.4,9.11,9.14,1.59,2.06,1.92,1X8m4,2014-10-05,2001-05-05
404,gUt4x,Onder 14,2e meting,169.1,123.4,87.2,81.9,59.0,-0.29,24.0,26.0,11.0,53.0,68.0,38.0,89.0,28.0,27.0,44.0,28.0,31.0,75.0,2.02,2.01,2.14,3.41,3.06,3.59,4.79,4.52,4.82,9.13,8.08,8.44,8.54,8.09,7.95,2.25,1.8,1.92,1X8m4,2015-04-05,2001-05-05
405,gUt4x,Onder 15,1e meting,170.4,124.3,87.6,82.8,58.2,0.03,25.0,18.0,11.0,70.0,54.0,56.0,84.0,31.0,36.0,78.0,39.0,43.0,61.0,1.83,1.78,2.01,3.47,3.22,3.38,4.71,4.83,4.99,8.04,8.75,10.41,8.55,7.66,8.55,1.93,2.27,2.27,1X8m4,2015-10-05,2001-05-05
406,gUt4x,Onder 15,2e meting,170.8,125.1,87.2,83.6,58.3,0.36,22.0,25.0,14.0,67.0,44.0,68.0,98.0,27.0,34.0,57.0,25.0,37.0,81.0,2.2,2.29,1.89,3.7,3.43,3.27,4.84,4.68,4.65,8.12,7.94,7.83,8.24,8.48,8.58,1.64,2.09,2.13,1X8m4,2016-04-05,2001-05-05
407,gUt4x,Onder 16,1e meting,171.9,125.7,87.7,84.2,58.7,0.67,20.0,16.0,6.0,61.0,51.0,65.0,170.0,35.0,30.0,63.0,35.0,30.0,79.0,1.91,1.9,2.26,2.98,3.34,3.15,4.35,4.41,4.97,8.22,7.59,7.95,7.84,8.03,6.16,1.66,2.0,1.95,1X8m4,2016-10-05,2001-05-05
408,gUt4x,Onder 16,2e meting,173.4,127.6,87.3,86.1,58.9,1.16,20.0,17.0,16.0,71.0,44.0,57.0,132.0,27.0,40.0,41.0,42.0,40.0,67.0,1.85,1.92,2.21,3.35,3.34,3.06,4.54,4.7,4.1,8.06,7.59,8.93,7.77,7.44,9.09,2.03,2.2,1.85,1X8m4,2017-04-05,2001-05-05
409,gUt4x,Onder 17,1e meting,174.5,128.5,87.4,87.0,59.3,1.52,20.0,24.0,17.0,22.0,62.0,57.0,115.0,28.0,31.0,81.0,32.0,37.0,54.0,1.93,1.9,1.79,3.15,3.18,3.29,4.28,4.67,4.25,7.79,8.08,7.76,8.69,7.81,8.05,2.0,2.5,2.29,1X8m4,2017-10-05,2001-05-05
410,gUt4x,Onder 17,2e meting,175.3,129.1,87.7,87.6,58.8,1.84,15.0,13.0,20.0,62.0,55.0,61.0,136.0,28.0,31.0,48.0,31.0,36.0,66.0,1.87,1.95,1.77,3.23,3.29,3.2,4.36,4.21,4.67,7.85,7.14,8.17,7.33,8.31,8.29,2.02,2.14,2.12,1X8m4,2018-04-05,2001-05-05
411,h3gZJ,Onder 13,1e meting,167.5,124.1,84.9,82.6,53.7,-1.22,26.0,26.0,6.0,79.0,51.0,49.0,142.0,31.0,35.0,27.0,33.0,32.0,92.0,2.18,2.04,2.28,3.41,3.62,3.58,5.12,5.03,5.49,8.39,8.69,8.2,9.5,8.8,8.61,1.58,2.0,2.0,1X8m4,2013-10-05,2001-12-03
412,h3gZJ,Onder 13,2e meting,168.6,125.5,84.6,84.0,58.5,-0.77,21.0,25.0,8.0,34.0,37.0,56.0,51.0,23.0,21.0,34.0,33.0,25.0,61.0,1.99,1.88,1.84,3.69,3.49,3.79,4.92,5.5,5.16,8.98,9.13,9.15,8.72,8.92,7.59,1.9,1.94,1.74,1X8m4,2014-04-05,2001-12-03
413,h3gZJ,Onder 14,1e meting,170.0,126.3,85.2,84.8,60.5,-0.43,23.0,24.0,14.0,35.0,41.0,54.0,78.0,26.0,27.0,59.0,22.0,38.0,70.0,2.22,2.04,1.84,3.69,3.06,3.27,4.96,4.9,4.95,9.34,9.32,8.6,8.59,8.55,8.19,1.91,1.55,2.02,1X8m4,2014-10-05,2001-12-03
414,h3gZJ,Onder 14,2e meting,171.2,127.3,85.4,85.8,61.3,-0.07,16.0,19.0,15.0,53.0,47.0,55.0,92.0,30.0,37.0,58.0,30.0,33.0,96.0,1.96,2.04,2.14,3.24,3.48,3.48,4.89,4.68,4.37,8.24,8.26,8.78,8.4,8.08,8.83,1.69,1.82,2.19,1X8m4,2015-04-05,2001-12-03
415,h3gZJ,Onder 15,1e meting,172.0,128.9,84.6,87.4,60.6,0.36,22.0,24.0,9.0,48.0,48.0,63.0,107.0,31.0,29.0,66.0,24.0,39.0,71.0,1.96,2.11,1.78,3.26,3.32,3.03,4.46,3.98,4.38,7.93,8.2,8.86,8.42,7.91,8.61,2.27,2.05,2.0,1X8m4,2015-10-05,2001-12-03
416,h3gZJ,Onder 15,2e meting,172.7,129.3,84.9,87.8,60.7,0.65,27.0,15.0,27.0,48.0,49.0,56.0,97.0,27.0,30.0,53.0,35.0,38.0,76.0,1.86,1.79,1.78,3.68,3.47,3.14,4.85,4.32,4.63,8.91,8.72,8.55,8.23,8.41,8.71,1.73,1.87,1.99,1X8m4,2016-04-05,2001-12-03
417,h3gZJ,Onder 16,1e meting,174.3,131.0,84.8,89.5,59.9,1.1,29.0,14.0,25.0,52.0,38.0,55.0,104.0,42.0,34.0,66.0,29.0,39.0,68.0,1.84,1.98,1.85,3.37,3.44,3.13,4.46,4.24,4.7,8.99,8.39,8.78,8.27,8.66,9.53,1.57,2.51,2.19,1X8m4,2016-10-05,2001-12-03
418,h3gZJ,Onder 16,2e meting,175.4,131.3,85.6,89.8,61.6,1.41,26.0,19.0,14.0,61.0,61.0,49.0,109.0,24.0,29.0,44.0,45.0,40.0,85.0,1.93,1.96,1.6,3.2,3.37,3.23,4.44,4.06,4.07,8.31,8.2,9.06,8.17,8.1,8.52,2.37,2.04,2.17,1X8m4,2017-04-05,2001-12-03
419,h3gZJ,Onder 17,1e meting,175.9,132.4,85.0,90.9,60.8,1.8,20.0,14.0,10.0,50.0,68.0,53.0,120.0,30.0,31.0,59.0,36.0,28.0,83.0,2.0,1.93,1.83,3.34,3.13,3.32,4.4,4.07,4.33,8.39,7.67,7.39,8.7,7.76,7.4,2.73,2.99,2.21,1X8m4,2017-10-05,2001-12-03
420,h3gZJ,Onder 17,2e meting,176.6,134.1,84.0,92.6,61.3,2.3,22.0,24.0,24.0,62.0,58.0,56.0,115.0,29.0,38.0,64.0,42.0,37.0,95.0,1.85,1.81,1.87,3.28,3.52,3.36,4.59,4.06,4.06,8.5,7.52,8.35,7.99,7.57,8.35,2.45,1.79,2.33,1X8m4,2018-04-05,2001-12-03
421,HbsqH,Onder 13,1e meting,164.7,120.6,85.6,79.1,47.3,-1.5,20.0,14.0,24.0,40.0,34.0,44.0,87.0,27.0,27.0,59.0,28.0,30.0,61.0,1.94,1.9,2.07,3.3,3.72,3.43,4.91,5.15,4.35,8.13,8.4,9.44,9.09,9.11,8.74,1.81,1.78,1.69,1X8m4,2013-10-05,2001-07-11
422,HbsqH,Onder 13,2e meting,166.1,122.6,85.0,81.1,50.8,-1.02,22.0,22.0,5.0,41.0,52.0,47.0,91.0,23.0,38.0,45.0,25.0,33.0,88.0,2.05,1.81,2.16,3.44,3.28,3.31,5.21,4.55,4.73,9.08,8.75,8.86,10.24,8.91,9.3,1.81,2.02,2.24,1X8m4,2014-04-05,2001-07-11
423,HbsqH,Onder 14,1e meting,167.6,123.4,85.7,81.9,54.1,-0.66,23.0,27.0,7.0,71.0,52.0,54.0,108.0,29.0,26.0,53.0,23.0,26.0,57.0,1.95,2.17,2.12,3.47,3.41,3.3,5.44,4.98,4.69,7.75,9.11,8.38,8.97,8.13,8.7,1.92,2.03,1.91,1X8m4,2014-10-05,2001-07-11
424,HbsqH,Onder 14,2e meting,168.5,123.9,86.1,82.4,55.1,-0.37,26.0,20.0,19.0,72.0,49.0,53.0,117.0,20.0,20.0,56.0,32.0,37.0,64.0,2.21,2.22,2.1,3.54,3.14,3.41,4.72,5.19,4.57,9.09,8.27,8.73,9.26,9.62,8.82,1.98,1.99,1.72,1X8m4,2015-04-05,2001-07-11
425,HbsqH,Onder 15,1e meting,168.7,125.1,85.1,83.6,54.1,-0.0,29.0,24.0,15.0,46.0,53.0,48.0,104.0,28.0,34.0,50.0,20.0,37.0,60.0,2.13,1.98,1.91,3.18,3.24,3.16,4.93,4.79,4.36,8.36,8.41,8.23,8.51,7.81,7.49,1.82,2.17,2.26,1X8m4,2015-10-05,2001-07-11
426,HbsqH,Onder 15,2e meting,169.9,126.1,85.2,84.6,55.1,0.37,25.0,31.0,16.0,64.0,46.0,52.0,120.0,28.0,36.0,61.0,31.0,33.0,79.0,1.72,2.05,2.12,3.38,3.39,3.64,4.35,4.62,4.21,8.81,7.68,8.0,8.54,8.5,8.68,2.38,1.78,1.89,1X8m4,2016-04-05,2001-07-11
427,HbsqH,Onder 16,1e meting,170.8,127.0,85.4,85.5,55.1,0.72,19.0,20.0,14.0,56.0,51.0,57.0,91.0,28.0,32.0,73.0,48.0,45.0,63.0,1.84,1.87,1.91,3.3,3.22,3.27,4.26,4.55,4.55,8.0,8.81,9.17,8.42,8.39,8.44,2.28,2.06,1.74,1X8m4,2016-10-05,2001-07-11
428,HbsqH,Onder 16,2e meting,172.5,128.0,86.0,86.5,55.0,1.08,24.0,16.0,19.0,31.0,48.0,56.0,73.0,30.0,33.0,74.0,46.0,33.0,81.0,1.91,1.72,1.85,3.43,3.33,3.24,4.6,4.72,3.43,8.83,8.21,6.75,8.3,8.51,9.06,2.13,1.99,2.17,1X8m4,2017-04-05,2001-07-11
429,HbsqH,Onder 17,1e meting,172.8,129.5,84.8,88.0,53.9,1.52,22.0,22.0,19.0,31.0,47.0,50.0,134.0,32.0,32.0,68.0,27.0,36.0,84.0,1.84,1.8,1.71,2.94,3.39,3.13,4.35,4.25,4.21,8.8,7.83,8.37,8.27,7.55,7.82,1.95,2.4,2.22,1X8m4,2017-10-05,2001-07-11
430,HbsqH,Onder 17,2e meting,174.3,129.7,86.2,88.2,53.9,1.78,31.0,23.0,14.0,52.0,71.0,68.0,127.0,31.0,41.0,56.0,36.0,34.0,65.0,1.79,1.99,1.94,3.13,3.22,3.38,3.89,4.3,4.17,8.82,7.85,9.07,7.97,7.27,8.4,2.11,2.09,2.62,1X8m4,2018-04-05,2001-07-11
431,HDzSV,Onder 13,1e meting,180.1,132.4,89.2,90.9,73.9,0.16,23.0,19.0,9.0,67.0,56.0,56.0,82.0,20.0,34.0,44.0,24.0,30.0,53.0,2.02,2.14,2.1,3.49,3.73,3.35,4.77,5.13,5.54,9.38,8.48,9.77,8.65,8.65,8.59,1.8,1.57,2.05,1X8m4,2013-10-05,2001-06-02
432,HDzSV,Onder 13,2e meting,181.1,134.0,88.6,92.5,77.1,0.64,19.0,24.0,10.0,55.0,40.0,46.0,115.0,23.0,30.0,39.0,33.0,31.0,75.0,2.2,1.97,2.0,3.21,3.91,3.21,4.92,5.52,4.7,8.66,8.48,8.73,9.33,8.54,9.66,1.99,1.67,1.78,1X8m4,2014-04-05,2001-06-02
433,HDzSV,Onder 14,1e meting,182.3,134.9,89.0,93.4,81.3,1.05,17.0,16.0,10.0,50.0,43.0,58.0,92.0,33.0,29.0,49.0,35.0,40.0,81.0,1.89,1.99,1.92,3.61,3.27,3.27,4.6,4.94,5.09,8.22,8.12,8.8,8.45,8.81,7.99,1.66,1.92,2.11,1X8m4,2014-10-05,2001-06-02
434,HDzSV,Onder 14,2e meting,183.9,135.7,89.7,94.2,80.3,1.4,28.0,18.0,12.0,45.0,48.0,48.0,95.0,24.0,35.0,58.0,28.0,35.0,65.0,2.05,1.93,2.02,3.4,3.45,3.27,4.67,4.99,4.71,9.21,7.86,8.74,8.33,8.41,8.9,1.56,1.86,1.65,1X8m4,2015-04-05,2001-06-02
435,HDzSV,Onder 15,1e meting,185.0,137.0,89.5,95.5,81.5,1.84,26.0,12.0,17.0,59.0,63.0,59.0,115.0,25.0,35.0,70.0,28.0,39.0,88.0,1.88,1.88,1.9,3.24,3.01,3.05,4.7,4.65,4.62,8.82,8.35,9.05,8.62,7.8,9.08,1.91,1.88,2.03,1X8m4,2015-10-05,2001-06-02
436,HDzSV,Onder 15,2e meting,185.1,138.3,88.3,96.8,80.9,2.27,26.0,23.0,12.0,57.0,57.0,60.0,107.0,25.0,35.0,62.0,32.0,32.0,66.0,1.92,1.79,1.97,3.55,3.16,3.33,4.4,4.8,4.56,8.44,8.3,8.87,8.81,8.62,7.47,2.14,1.98,2.23,1X8m4,2016-04-05,2001-06-02
437,HDzSV,Onder 16,1e meting,186.4,139.0,88.9,97.5,80.7,2.63,19.0,18.0,12.0,69.0,49.0,50.0,109.0,32.0,34.0,62.0,26.0,43.0,50.0,1.93,1.79,2.02,3.33,3.33,2.46,4.65,4.02,5.27,8.43,7.95,7.74,8.45,8.1,6.87,2.1,2.24,2.11,1X8m4,2016-10-05,2001-06-02
438,HDzSV,Onder 16,2e meting,187.8,139.7,89.7,98.2,81.6,3.01,24.0,20.0,17.0,49.0,64.0,59.0,126.0,35.0,42.0,70.0,25.0,38.0,76.0,1.98,1.85,1.95,3.47,3.31,3.16,3.85,4.81,4.18,7.7,7.92,9.03,8.51,7.94,7.6,2.17,1.7,1.85,1X8m4,2017-04-05,2001-06-02
439,HDzSV,Onder 17,1e meting,188.9,140.7,89.7,99.2,81.5,3.42,26.0,18.0,21.0,49.0,50.0,37.0,136.0,34.0,35.0,62.0,27.0,46.0,89.0,1.79,1.99,1.94,3.2,3.32,3.47,4.24,4.79,4.49,7.87,8.45,8.14,8.72,8.82,7.73,2.32,2.0,2.82,1X8m4,2017-10-05,2001-06-02
440,HDzSV,Onder 17,2e meting,189.2,142.2,88.5,100.7,80.9,3.92,19.0,12.0,14.0,71.0,48.0,67.0,109.0,27.0,36.0,57.0,51.0,43.0,78.0,1.86,1.76,1.84,2.89,3.01,3.1,4.79,4.35,3.93,7.99,7.73,7.79,8.44,8.52,8.13,2.1,1.9,2.43,1X8m4,2018-04-05,2001-06-02
441,HKCkb,Onder 13,1e meting,176.5,132.0,86.0,90.5,69.9,0.27,24.0,14.0,15.0,45.0,58.0,48.0,97.0,26.0,32.0,56.0,16.0,28.0,57.0,2.06,2.07,1.8,3.48,3.57,3.6,5.17,5.33,4.91,8.71,8.8,8.54,9.04,8.35,7.71,1.6,1.71,2.25,1X8m4,2013-10-05,2001-01-11
442,HKCkb,Onder 13,2e meting,178.1,133.2,86.4,91.7,73.0,0.7,14.0,24.0,9.0,50.0,54.0,62.0,91.0,29.0,30.0,55.0,37.0,28.0,63.0,2.11,1.97,2.09,3.41,3.68,3.22,4.83,4.89,5.15,8.65,8.75,8.73,8.15,8.48,9.15,1.73,1.9,1.84,1X8m4,2014-04-05,2001-01-11
